id,description,text,account_value,actor_value,frame_value,llama_classification
id_1114572037211578368,"Providing athletic, educational & mentorship programming to youth and their families. Strengthening communities within Brooklyn, NYC. A 501(c)(3) organization.","Council District 41, Participatory Budgeting Voting.. 2 Days Left!! Get your votes in! If you’re in Brownsville We’re at the Stone  Ave library  until 2pm..
If you're in Ocean… https://t.co/VlJBggTU02",Organisation,Edu,Dem,democracy
id_1363186938136698880,"She/Her - Alderwoman of the mighty 49th Ward. Community voice, community choice. #ILoveRogersPark","Voting in PB49 has begun! Are you 14 or older and a ward resident? You get to decide how to spend $1M in improvements to you community! https://t.co/AQKTlla8GG

For our first week of voting, we're featuring a different ballot item each day. Today, learn more about Sculptures! https://t.co/sWBSAVlJx0",Individual,Political,Dem,democracy
id_1224532593716187138,"Christian, U.S. Army Vet, Lifelong Brooklynite, AfroLatinx, Husband, Father; 🏳️‍🌈 🇵🇷🇩🇴 👨‍👨‍👧‍👧 rt ≠ endorsements (he/him/él)","“Participatory Budgeting can meaningfully engage diverse community members, including those who are disenfranchised from traditional voting and other forms of civic engagement.” #EastNewYork #Brownsville #ParticipatoryBudgeting https://t.co/W8JL9PE2Dg",Individual,Citizen,Dem,democracy
id_589874201672179714,Started outside London Stock Exchange on 15 Oct 2011 as part of the global movement of the 99% reclaiming power from the 1%. Never stopped. https://t.co/oFTbtQiX22,#ParticipatoryBudgeting Opens Up Voting to the Disenfranchised and Denied   http://t.co/b5md0YxHRg,Organisation,Civil,Justice,democracy
id_983902287927107584,dzīve ir brīnīšanās un kustība un smiešanās un apļošana un serendipity,Participatory Budgeting: What Do Citizens Want via @IFAC_Update https://t.co/hTrOasYiFi,Individual,Citizen,Dem,democracy
id_1295653191552507906,"#Rapporteur & #Founder @THEFIREPLACE3
Interests: #Governance #Justice   #WomenEmpowerment  #CVE  #Money #Food  (Psalm 82:3-4)","@CSBAGUGANDA used its Participatory Budget Club structures in Sheema 2 assess  progress &amp; process of provision of continuity of learning at  LG level. monitoring of distribution of learning materials was carried out at the district, subcounty &amp; village level . @mofpedU @JCMuyingo",Individual,Political,Dem,NA
id_567162146057093121,"updates on p2p and commons developments; peer, commoner, husband, father, son","What's ""participatory budgeting""? How to make people collaborate? Check out @Sharingbros 10th video: http://t.co/qkg19mQLOc",Individual,Citizen,Dem,democracy
id_1044900669604466689,"A great adventure starts with you!
My views on Twitter are my own views.",Participatory Budgeting - Partnerships and Safer Communities. @pb_scotland #anguscpp https://t.co/HeNRaRfJlZ,Individual,Citizen,Dem,NA
id_1176617432137510912,Reader-supported nonprofit newsroom delivering essential coverage of Chicago’s neighborhoods.,"After pulling funding for the Austin-Foster dog park, Ald. Gardiner is defending his decision to scrap participatory budget plans.
 https://t.co/tNZ5Ij8q1S https://t.co/dRwaklGfk3",Organisation,Media,Dem,NA
id_1042479183547359237,City Council Member - Manhattan’s East Side | Native New Yorker 🥯| Go @daytonflyers ☘️,"Upper East Siders: Tomorrow night is our second Neighborhood Assembly to submit ideas for participatory budgeting. This is your chance to help decide how to spend public funds on community improvements.

Join us at Carnegie Hill Neighbors (1326 Madison Avenue) at 6 PM! https://t.co/D2r55qkjbb",Individual,Political,Resources,NA
id_1049263647728566272,"Empowering members of our communities, young and old, to live happy, healthy, connected and fulfilling lives.","Our Housing colleagues are holding another participatory budgeting
event this Wednesday, when tenants living in Kirkstyle will vote on which
environmental projects will be carried out in the area. It takes place in the
former Kirkstyle Primary School 2pm-5pm https://t.co/dciwdNgVv9",Organisation,Civil,Dem,democracy
id_656443542378795009,"thinking-and-doing participation, impact, democracy, coproduction? i can Help",scotland getting serious about #ParticipatoryBudgeting - where We decide how Our 'public funds' are spent https://t.co/teLGIFLFYT,Individual,Political,Resources,NA
id_984809439244029952,The mission of the PTA of PS 372 (The Childrens School) is to enhance educational & enrichment opportunities for ALL students &to foster a cohesive community.,"PS 372 has an exciting ballot measure included with Participatory Budgeting this year. If you live in District 39 (Brad Lander's district), please take a moment to support our school with your vote.

The Last Day to Vote for P.S. 372 is April 15th!

https://t.co/lsfqRDYdqx",Organisation,Edu,Dem,democracy
id_1402904077034569732,PhD Student @demoinno. Comparative Politics and Statistics. Kempenzoon.,"Juliana Montenegro Brasileiro presenting her working paper on empowerment and gender in Participatory Budgeting, with both quantitative and qualitative evidence. Awesome start to #nextgdc, with great comments by Maaike Geudens and Florian Wieczorek @demoinno https://t.co/G3wsxdPG1T",Individual,Citizen,Justice,NA
id_1383138729385029633,"Nonprofit organization that empowers people to decide together how to spend public money, via #ParticipatoryBudgeting. RT ≠ endorsement.","👀 ""How can we assure decisions regarding use of public funds are accurate &amp; widely supported by citizens?"" writes a Baltimore college student. ""How can we improve civic engagement and increase inclusivity? I believe #participatorybudgeting is the answer."" https://t.co/KoKXUm680U",Organisation,Civil,Dem,democracy
id_700677257803595777,Your source for the latest news on Toronto.,Toronto voters divvy up public funds as city tests out participatory budgeting - Toronto Star https://t.co/4MM3BsOqpR,Organisation,Media,Resources,NA
id_921133780013867009,"Husband, Father, and Chair of Land Use Committee at @nyccouncil","Don't forget to participate in @PB_NYC this year - it's not too late to submit your projects!
https://t.co/pcx9kPJA4x #PBNYC https://t.co/GZ35LaQjtN",Individual,Civil,Dem,NA
id_581088173322854400,Post doctoral researcher Recovery Education Impact study @ NUI Galway,"""Real Money, Real Power: Participatory Budgeting 2014"" by @PBProject on Vimeo https://t.co/P3TQj0TMDn #Vimeo",Individual,Citizen,Dem,NA
id_802228837211848704,"Partick East/Kelvindale Cllr. Still campaigning for Independence as seen on @SkyNews @itvnews & @CNN

Personal account. GCC queries please email council address",Excitement as they are counting the votes at the Partick West Participatory Budgeting event #Glasgowdecides https://t.co/koDhLahURR,Individual,Citizen,Dem,democracy
id_812250391530405888,Campaigning for a new style of #participatorydemocracy through #participatorybudgeting. We make people count. Tweets by https://t.co/Af2jc8GObo,Scotland Churches getting the #participatorybudgeting bug... local funds shared by PB grant making = social capital! https://t.co/p19Mikn540,Organisation,Civil,Dem,NA
id_564903572077563904,You want it to be one way...but it's the other way',Common Space - Could the increasing use of participatory budgeting in Edinburgh be just what local government needs? https://t.co/riteBC3OHi,Individual,Citizen,Dem,NA
id_1134973228554674176,"Writer: See me on LinkedIn and Facebook as Susan Hirtz.#MeToo#TheResistance Mental health, US Constitution, rule of law, human trafficking.","Pride in my newly adopted hometown, Vallejo, CA, for starting Participatory Budgeting. Here are 2019 totals. Title is listed first, then $ allocated, then votes received. Note how many programs for youth. We vote... https://t.co/FWQqEhPihT",Individual,Citizen,Resources,democracy
id_922982312798801921,Fight Back Bay Ridge is a grassroots group founded in November 2016 to mobilize in south Brooklyn for progressive action and localized support. #weblockfash,".@BobCapano for participatory budgeting too, but @JustinBrannan says ""that's a start, that's Day 10 #AAANYDebate",Organisation,Civil,Dem,democracy
id_846440449904652288,Strategic communications. Brooklynite via Boston.,"In NYC, polls open ONLINE for City Council Participatory Budgeting until 4/2. Voted for my kids' school.@nyccouncil https://t.co/FNRwZjg1UD",Individual,Citizen,Dem,democracy
id_1156146801457737728,"Helsinki 💙 interested in communications, education, Community engagement, sustainable cities, sailing, cycling, clean tech & ed tech. Twiitit omia. 😊",Pointti – the curious urban festival! Join us!            Residents of Helsinki who have prepared plans for the participatory budgeting process will be talking about their proposals on how the 4 million euro budget should be spent in Helsinki. https://t.co/dkU2K4Z7Ae,Individual,Citizen,Resources,NA
id_585596003211988993,"Creating creator community @ Greenlight
former Cambridge City Councillor, founder https://t.co/6ehwbAxKdd, founder https://t.co/5xTgyWubZU political training nonprofit.","The winners of the participatory budget process! Congratulations to all and to the city, who will… https://t.co/QWLz7fH5JY",Individual,Civil,Dem,democracy
id_1224754665818116096,Retweets & updates from the FCE team in Fife (@FCE_Nina  @FCE_Lewis @FCE_Elric @FCE_Pat @FCE_Lisa). Sign up to hear from us here: https://t.co/C45zkZF1Q9,"Really interesting video taking a look at Participatory Budgeting in Scotland and the benefits it has for local communities, all councils in Scotland will be using a portion of their budget as participatory budgeting by 2021 - find out more here https://t.co/4vfQ0FgjMi #equalfife",Organisation,Civil,Dem,democracy
id_1226933717828067328,Passionate about Community Engagement and Asset Base Community Development all views are my own,Kilwinning Locality Third Sector Organisations engaged in The ADP Participatory Budgeting Workshop @KilwinningSC @Onsideayrshire @Louise_corra @TAyrshireCT @FITba4u @CldKim26  Exploring innovation to tackle the desperate drug related death statistics on a co- production basis. https://t.co/5MsLn9I4a3,Individual,Citizen,Dem,NA
id_718094595536629762,Diamond District proud | Working Mama | Fmr @WhiteHouse innovation advisor | @echoinggreen alum | Views are my own,.@hrgilman talks about participatory budgeting from Brazil to the US. @BeeckCenter @GUPublicPolicy https://t.co/WllkvFhAt8,Individual,Citizen,Dem,democracy
id_1013426772426280960,Technology Updates for Social Awareness. #Tech #Digital #IoT #AI #Cloud. Not linked with Institutions.,This is the story of the first city to allow residents to spend some of its budget https://t.co/meuPbJ7TfV  #economics rt @wef https://t.co/aiHKdGER9z,Organisation,Civil,Dem,NA
id_820358597708304385,"Interests: gay stuff, HIV, mental health, politics, religion, tech, books, exercise. Tweets own opinion https://t.co/DvuefcefQm","Here comes everybody: participatory budgeting, explained https://t.co/zYcmFsyWeO",Individual,Citizen,Dem,democracy
id_565379196630093825,Chicana | MBA Bound | CMP Bound | DES Cert. | Community Leader | National Event Planner | Div* Equ* Incl* Advocate | Small Business Advocate | PUENTE Mentor,"Proud to have Assisted this community forum ""Participatory Budgeting in Vallejo."" Helping citizens voice their needs. http://t.co/Qty1h7PKh0",Individual,Citizen,Dem,democracy
id_1196869238780284933,"Educators FOLLOW @PersonalizeDISD, Lifelong Learner--Sports are my escape. Beach life is a constant goal.","PersonalizeDISD: RT NorthDallasHS: NDHS students participated in a Participatory Budgeting project this semester with the support 4Ndbsl , $2,000, and TOP! They surveyed all students for how to spend the $, analyzed data, communicated results, and facili… https://t.co/LgIXXO46l4",Individual,Citizen,Dem,NA
